time, Quad.MagYaw, Quad.Est.Yaw, Quad.Yaw
3.494929,nan,0.397054,0.381520
3.499929,0.272028,0.390554,0.387518
3.504928,nan,0.398241,0.393662
3.509928,0.453844,0.407574,0.399954
3.514928,nan,0.415963,0.406389
3.519927,0.340093,0.412456,0.412961
3.524927,nan,0.421485,0.419663
3.529927,0.354859,0.418868,0.426488
3.534926,nan,0.425924,0.433433
3.539926,0.484030,0.434745,0.440496
3.544925,nan,0.444688,0.447678
3.549925,0.430689,0.447622,0.454974
3.554925,nan,0.456965,0.462378
3.559924,0.470892,0.464758,0.469887
3.564924,nan,0.476642,0.477485
3.569924,0.477780,0.480283,0.485163
3.574923,nan,0.489846,0.492912
3.579923,0.471605,0.493561,0.500722
3.584923,nan,0.504471,0.508590
3.589922,0.438897,0.502889,0.516509
3.594922,nan,0.513937,0.524476
3.599921,0.536353,0.523578,0.532483
3.604921,nan,0.533929,0.540523
3.609921,0.608257,0.546645,0.548591
3.614920,nan,0.553887,0.556678
3.619920,0.606002,0.564185,0.564781
3.624920,nan,0.575356,0.572897
3.629919,0.512696,0.574015,0.581023
3.634919,nan,0.583755,0.589157
3.639919,0.699256,0.600963,0.597297
3.644918,nan,0.612444,0.605443
3.649918,0.496385,0.608136,0.613593
3.654917,nan,0.618506,0.621743
3.659917,0.679113,0.627949,0.629891
3.664917,nan,0.638742,0.638039
3.669916,0.646760,0.648522,0.646188
3.674916,nan,0.661347,0.654336
3.679916,0.760277,0.679477,0.662481
3.684915,nan,0.690543,0.670625
3.689915,0.796816,0.706507,0.678769
3.694915,nan,0.716098,0.686912
3.699914,0.572841,0.710666,0.695055
3.704914,nan,0.721481,0.703198
3.709913,0.866287,0.742759,0.711341
3.714913,nan,0.752844,0.719487
3.719913,0.831082,0.766873,0.727639
3.724912,nan,0.777369,0.735797
3.729912,0.443544,0.748021,0.743960
3.734912,nan,0.760154,0.752124
3.739911,0.478342,0.740058,0.760285
3.744911,nan,0.748442,0.768444
3.749911,0.745843,0.754414,0.776601
3.754910,nan,0.764067,0.784758
3.759910,0.744212,0.768040,0.792914
3.764910,nan,0.778635,0.801071
3.769909,0.807622,0.787050,0.809230
3.774909,nan,0.793642,0.817392
3.779908,0.797113,0.800992,0.825553
3.784908,nan,0.809554,0.833713
3.789908,0.830978,0.816386,0.841875
3.794907,nan,0.825914,0.850038
3.799907,1.071913,0.856712,0.858198
3.804907,nan,0.868240,0.866355
3.809906,0.938484,0.881669,0.874507
3.814906,nan,0.893329,0.882652
3.819906,1.051774,0.914878,0.890783
3.824905,nan,0.930117,0.898899
3.829905,1.012405,0.944670,0.906998
3.834904,nan,0.958611,0.915087
3.839904,0.785800,0.946916,0.923158
3.844904,nan,0.957375,0.931207
3.849903,0.906941,0.958226,0.939229
3.854903,nan,0.965712,0.947223
3.859903,1.104168,0.984417,0.955185
3.864902,nan,0.994174,0.963119
3.869902,0.832057,0.985530,0.971029
3.874902,nan,0.995796,0.978923
3.879901,0.854496,0.990426,0.986802
3.884901,nan,0.999339,0.994660
3.889900,0.976589,1.004340,1.002495
3.894900,nan,1.010563,1.010314
3.899900,1.112896,1.025161,1.018125
3.904899,nan,1.034945,1.025931
3.909899,1.091716,1.045110,1.033729
3.914899,nan,1.053870,1.041519
3.919898,0.976376,1.051538,1.049302
3.924898,nan,1.062447,1.057085
3.929898,1.053473,1.066066,1.064868
3.934897,nan,1.073834,1.072654
3.939897,1.045100,1.077366,1.080443
3.944896,nan,1.088274,1.088229
3.949896,0.948356,1.079581,1.096009
3.954896,nan,1.090432,1.103788
3.959895,1.187853,1.107004,1.111573
3.964895,nan,1.115503,1.119368
3.969895,0.963147,1.107333,1.127173
3.974894,nan,1.116228,1.134987
3.979894,1.005454,1.111322,1.142814
3.984894,nan,1.124976,1.150656
3.989893,1.044183,1.121398,1.158513
3.994893,nan,1.128783,1.166388
3.999892,1.145179,1.137950,1.174277
4.004892,nan,1.146073,1.182183
4.009892,1.045132,1.141808,1.190096
4.014892,nan,1.152027,1.197997
4.019891,1.246465,1.170661,1.205850
4.024891,nan,1.179910,1.213623
4.029891,1.288544,1.194628,1.221284
4.034890,nan,1.203868,1.228797
4.039890,1.019576,1.189399,1.236127
4.044889,nan,1.195731,1.243244
4.049889,1.189938,1.198579,1.250122
4.054889,nan,1.205242,1.256731
4.059888,1.268391,1.214341,1.263047
4.064888,nan,1.216398,1.269059
4.069888,1.242048,1.220332,1.274754
4.074887,nan,1.226024,1.280120
4.079887,1.528210,1.257926,1.285146
4.084887,nan,1.258656,1.289839
4.089886,1.347262,1.267692,1.294238
4.094886,nan,1.267908,1.298401
4.099885,1.280289,1.270920,1.302396
4.104885,nan,1.270776,1.306288
4.109885,1.294261,1.275375,1.310143
4.114884,nan,1.276090,1.314001
4.119884,1.465522,1.292920,1.317902
4.124884,nan,1.298748,1.321870
4.129883,1.357279,1.306444,1.325923
4.134883,nan,1.309440,1.330070
4.139883,1.255379,1.307911,1.334321
4.144882,nan,1.310013,1.338664
4.149882,1.415238,1.323290,1.343081
4.154881,nan,1.326187,1.347557
4.159881,1.310284,1.328373,1.352097
4.164881,nan,1.332632,1.356693
4.169880,1.313225,1.332733,1.361335
4.174880,nan,1.336033,1.366025
4.179880,1.392350,1.341278,1.370760
4.184879,nan,1.345229,1.375521
4.189879,1.321983,1.346124,1.380294
4.194879,nan,1.347891,1.385076
4.199878,1.373205,1.351607,1.389865
4.204878,nan,1.354957,1.394662
4.209877,1.404921,1.361685,1.399457
4.214877,nan,1.365065,1.404237
4.219877,1.427166,1.375248,1.408990
4.224876,nan,1.378634,1.413716
4.229876,1.424432,1.388604,1.418414
4.234876,nan,1.392013,1.423084
4.239875,1.464371,1.405055,1.427719
4.244875,nan,1.408898,1.432315
4.249875,1.548393,1.424614,1.436859
4.254874,nan,1.427702,1.441353
4.259874,1.615171,1.449794,1.445799
4.264874,nan,1.452323,1.450190
4.269873,1.396263,1.447297,1.454524
4.274873,nan,1.451142,1.458797
4.279872,1.326267,1.441480,1.462999
4.284872,nan,1.443681,1.467118
4.289872,1.601816,1.463898,1.471158
4.294871,nan,1.470893,1.475130
4.299871,1.649082,1.493045,1.479048
4.304871,nan,1.497629,1.482923
4.309870,1.549756,1.503692,1.486759
4.314870,nan,1.513570,1.490551
4.319870,1.407459,1.506262,1.494301
4.324869,nan,1.507666,1.498002
4.329869,1.518699,1.513132,1.501642
4.334868,nan,1.522366,1.505203
4.339868,1.636673,1.535915,1.508662
4.344868,nan,1.540394,1.512005
4.349867,1.681915,1.558482,1.515221
4.354867,nan,1.560891,1.518301
4.359867,1.437009,1.554710,1.521242
4.364866,nan,1.561221,1.524047
4.369866,1.558628,1.564969,1.526714
4.374866,nan,1.571566,1.529244
4.379865,1.527598,1.571787,1.531637
4.384865,nan,1.575080,1.533900
4.389864,1.542609,1.577104,1.536036
4.394864,nan,1.580998,1.538049
4.399864,1.507300,1.577823,1.539948
4.404863,nan,1.582833,1.541743
4.409863,1.567491,1.584699,1.543442
4.414863,nan,1.590048,1.545053
4.419862,1.605923,1.595844,1.546588
4.424862,nan,1.597808,1.548054
4.429862,1.758458,1.618025,1.549453
4.434861,nan,1.622567,1.550791
4.439861,1.497327,1.614667,1.552068
4.444860,nan,1.619341,1.553285
4.449860,1.609905,1.620424,1.554444
4.454860,nan,1.620503,1.555549
4.459859,1.664215,1.626282,1.556604
4.464859,nan,1.628621,1.557616
4.469859,1.720623,1.638710,1.558586
4.474858,nan,1.640125,1.559517
4.479858,1.492125,1.628517,1.560411
4.484858,nan,1.631588,1.561271
4.489857,1.592839,1.629413,1.562097
4.494857,nan,1.631885,1.562891
4.499856,1.409703,1.612520,1.563653
4.504856,nan,1.617292,1.564384
4.509856,1.630460,1.621971,1.565082
4.514855,nan,1.624542,1.565754
4.519855,1.506439,1.613871,1.566403
4.524855,nan,1.616567,1.567030
4.529854,1.698634,1.624007,1.567632
4.534854,nan,1.626116,1.568214
4.539854,1.531811,1.618227,1.568775
4.544853,nan,1.621126,1.569308
4.549853,1.728186,1.632524,1.569810
4.554852,nan,1.636242,1.570278
4.559852,1.593895,1.634039,1.570711
4.564852,nan,1.633656,1.571110
4.569851,1.642954,1.638142,1.571476
4.574851,nan,1.640348,1.571812
4.579851,1.463175,1.626745,1.572120
4.584850,nan,1.628113,1.572403
4.589850,1.588143,1.624161,1.572660
4.594850,nan,1.627597,1.572890
4.599849,1.531079,1.617744,1.573094
4.604849,nan,1.619973,1.573275
4.609848,1.574072,1.612525,1.573436
4.614848,nan,1.613524,1.573573
4.619848,1.410491,1.595447,1.573684
4.624847,nan,1.596366,1.573769
4.629847,1.634701,1.602107,1.573830
4.634847,nan,1.601838,1.573867
4.639846,1.690145,1.609769,1.573882
4.644846,nan,1.610144,1.573881
4.649846,1.492686,1.599170,1.573867
4.654845,nan,1.597290,1.573844
4.659845,1.593080,1.596159,1.573814
4.664845,nan,1.595206,1.573777
4.669844,1.511377,1.587282,1.573739
4.674844,nan,1.584699,1.573700
4.679843,1.516017,1.580089,1.573661
4.684843,nan,1.579395,1.573617
4.689843,1.686450,1.587527,1.573570
4.694842,nan,1.588507,1.573518
4.699842,1.469271,1.579127,1.573464
4.704842,nan,1.578735,1.573408
4.709841,1.507920,1.572316,1.573350
4.714841,nan,1.570415,1.573289
4.719841,1.556599,1.568261,1.573226
4.724840,nan,1.569861,1.573164
4.729840,1.456296,1.557878,1.573106
4.734839,nan,1.557826,1.573050
4.739839,1.426144,1.544978,1.572994
4.744839,nan,1.542147,1.572935
4.749838,1.349630,1.524172,1.572874
4.754838,nan,1.523772,1.572811
4.759838,1.707732,1.542546,1.572750
4.764837,nan,1.542907,1.572689
4.769837,1.538713,1.544285,1.572630
4.774837,nan,1.542691,1.572574
4.779836,1.598728,1.547486,1.572523
4.784836,nan,1.549182,1.572480
4.789835,1.385729,1.533441,1.572447
4.794835,nan,1.533945,1.572419
4.799835,1.547947,1.533100,1.572395
4.804834,nan,1.532992,1.572369
4.809834,1.663908,1.546477,1.572335
4.814834,nan,1.547841,1.572296
4.819833,1.525329,1.545519,1.572254
4.824833,nan,1.546119,1.572210
4.829833,1.782747,1.566336,1.572165
4.834832,nan,1.561806,1.572118
4.839832,1.691208,1.575960,1.572072
4.844831,nan,1.578329,1.572028
4.849831,1.597509,1.579303,1.571983
4.854831,nan,1.579103,1.571938
4.859830,1.647209,1.584879,1.571891
4.864830,nan,1.581502,1.571845
4.869830,1.684629,1.589452,1.571801
4.874829,nan,1.590496,1.571757
4.879829,1.571911,1.588664,1.571710
4.884829,nan,1.589379,1.571657
4.889828,1.525617,1.580960,1.571598
4.894828,nan,1.584728,1.571536
4.899827,1.352495,1.563893,1.571472
4.904827,nan,1.563311,1.571411
4.909827,1.471496,1.552910,1.571356
4.914826,nan,1.553684,1.571307
4.919826,1.493419,1.547698,1.571261
4.924826,nan,1.550174,1.571220
4.929825,1.550701,1.548072,1.571175
4.934825,nan,1.549202,1.571124
4.939825,1.567271,1.551172,1.571067
4.944824,nan,1.549330,1.571005
4.949824,1.615848,1.556840,1.570938
4.954823,nan,1.556772,1.570866
4.959823,1.610521,1.563632,1.570798
4.964823,nan,1.566420,1.570736
4.969822,1.629611,1.571292,1.570677
4.974822,nan,1.571440,1.570621
4.979822,1.671553,1.580732,1.570568
4.984821,nan,1.582862,1.570524
4.989821,1.723490,1.595084,1.570485
4.994821,nan,1.596471,1.570450
4.999820,1.561928,1.592787,1.570422
5.004820,nan,1.593423,1.570401
5.009820,1.529104,1.587010,1.570385
5.014819,nan,1.587819,1.570380
5.019819,1.554425,1.584315,1.570392
5.024818,nan,1.586153,1.570427
5.029818,1.533169,1.582525,1.570498
5.034818,nan,1.583691,1.570613
5.039817,1.571363,1.584103,1.570779
5.044817,nan,1.585581,1.571003
5.049817,1.530334,1.583411,1.571292
5.054816,nan,1.588315,1.571652
5.059816,1.544832,1.585148,1.572083
5.064816,nan,1.588042,1.572590
5.069815,1.528551,1.587707,1.573186
5.074815,nan,1.594231,1.573882
5.079814,1.602801,1.598917,1.574691
5.084814,nan,1.604889,1.575630
5.089814,1.818898,1.629527,1.576711
5.094813,nan,1.634091,1.577944
5.099813,1.664590,1.643512,1.579337
5.104813,nan,1.654247,1.580893
5.109812,1.471455,1.643173,1.582614
5.114812,nan,1.647831,1.584499
5.119812,1.621059,1.650150,1.586546
5.124811,nan,1.657106,1.588755
5.129811,1.657149,1.661304,1.591124
5.134810,nan,1.666018,1.593655
5.139810,1.496230,1.654779,1.596348
5.144810,nan,1.664722,1.599210
5.149809,1.577533,1.660562,1.602243
5.154809,nan,1.664964,1.605446
5.159809,1.689084,1.671372,1.608822
5.164808,nan,1.679183,1.612375
5.169808,1.730692,1.688286,1.616111
5.174808,nan,1.697345,1.620030
5.179807,1.699783,1.704819,1.624130
5.184807,nan,1.709184,1.628403
5.189806,1.604230,1.705589,1.632848
5.194806,nan,1.713641,1.637462
5.199806,1.737703,1.720329,1.642236
5.204805,nan,1.731646,1.647169
5.209805,1.899650,1.754471,1.652252
5.214805,nan,1.760563,1.657479
5.219804,1.727000,1.762028,1.662850
5.224804,nan,1.769794,1.668362
5.229804,1.726802,1.770195,1.674011
5.234803,nan,1.781409,1.679790
5.239803,1.719917,1.780777,1.685695
5.244802,nan,1.788506,1.691727
5.249802,1.611827,1.776729,1.697888
5.254802,nan,1.783633,1.704165
5.259801,1.843962,1.794955,1.710548
5.264801,nan,1.801491,1.717034
5.269801,1.923176,1.816891,1.723617
5.274800,nan,1.825082,1.730298
5.279800,1.910045,1.839786,1.737068
5.284800,nan,1.846985,1.743921
5.289799,2.000442,1.866163,1.750854
5.294799,nan,1.876260,1.757858
5.299798,1.727205,1.866447,1.764901
5.304798,nan,1.872745,1.771942
5.309798,1.789883,1.869924,1.778925
5.314797,nan,1.875941,1.785769
5.319797,1.834646,1.874164,1.792396
5.324797,nan,1.878207,1.798751
5.329796,1.938850,1.888355,1.804796
5.334796,nan,1.890071,1.810505
5.339796,1.766000,1.877357,1.815858
5.344795,nan,1.882542,1.820848
